ISO,Question,Answer,Citation,Pincite ,Comment,
SGP,"4.8 Must the action(s) constituting coercion be designed/intended to influence outcomes in, or conduct with respect to, a matter of protected sovereign prerogative?      ",Yes,"“A prohibited intervention by one State against another must have a bearing on matters in which the victim State is permitted, by the principle of State sovereignty, to decide
freely, including its choice of a political, economic, social and cultural system, and the formulation of foreign policy.”","Singapore, UNGA Official Compendium of Voluntary National Contributions, pg. 83, ¶ 5 (2021)", ,
SGP,4.9  Can coercion be indirect?    ,Ambiguous, ,, ,
SGP, 4.10 Must the target state have knowledge of the coercive cyber operation constituting the purported intervention? ,Silent,,, Singapore does not address this directly,
SGP,5. Does intervention include forms of persuasion or propaganda?   ,Silent,,, ,
SGP,6. Is there a de minimis exception to the prohibition?  ,Silent,,,,
SGP,"7. Must the intervention be directed at matters over which the victim state is permitted by the principle of sovereignty, to decide freely? ",Yes,"“A prohibited intervention by one State against another must have a bearing on matters in which the victim State is permitted, by the principle of State sovereignty, to decide
freely, including its choice of a political, economic, social and cultural system, and the formulation of foreign policy.”","Singapore, UNGA Official Compendium of Voluntary National Contributions, pg. 83, ¶ 5 (2021)",,
SGP,7.1 Does the zone of protected sovereign prerogatives include only internal affairs? ,No,"“...Singapore affirms that the principle of non-intervention in the internal affairs of other States applies to cyberspace.”

“A prohibited intervention by one State against another must have a bearing on matters in which the victim State is permitted, by the principle of State sovereignty, to decide
freely, including its choice of a political, economic, social and cultural system, and the formulation of foreign policy.”
","Singapore, UNGA Official Compendium of Voluntary National Contributions, pg. 83, ¶ 5 (2021)",,
SGP,7.2 Does the prohibition proscribe intervention in a state’s external (foreign) affairs? ,Yes,"“A prohibited intervention by one State against another must have a bearing on matters in which the victim State is permitted, by the principle of State sovereignty, to decide
freely, including its choice of a political, economic, social and cultural system, and the formulation of foreign policy.”","Singapore, UNGA Official Compendium of Voluntary National Contributions, pg. 83, ¶ 5 (2021)",,
SGP,7.3 Is the zone of protected sovereign prerogatives referred to as domaine réservé? ,No,,,,
SGP,"7.4 Is the domaine réservé limited to matters involving the state’s choice of a political, economic, social, and cultural system, and the formulation of foreign policy? ",Ambiguous,"“A prohibited intervention by one State against another must have a bearing on matters in which the victim State is permitted, by the principle of State sovereignty, to decide
freely, including its choice of a political, economic, social and cultural system, and the formulation of foreign policy.”","Singapore, UNGA Official Compendium of Voluntary National Contributions, pg. 83, ¶ 5 (2021)",,
SGP, 7.5 Does international law regulation over a matter of sovereign prerogative remove it from the domaine réservé?  ,Silent,,,,
SGP,7.6 Is critical infrastructure part of the domaine réservé?  ,Yes,"“As non-exhaustive examples, where there is interference in Singapore’s electoral processes through cyber means, or cyber-attacks against our infrastructure in an attempt to coerce our government to take or forbear a certain course of action on a matter ordinarily within its sovereign prerogative, these instances will constitute a violation of the principle of non-intervention.”","Singapore, UNGA Official Compendium of Voluntary National Contributions, pg. 83, ¶ 5 (2021)",,
SGP,7.7 Are elections part of the domaine réservé? ,Yes,"“As non-exhaustive examples, where there is interference in Singapore’s electoral processes through cyber means, or cyber-attacks against our infrastructure in an attempt to coerce our government to take or forbear a certain course of action on a matter ordinarily within its sovereign prerogative, these instances will constitute a violation of the principle of non-intervention.”","Singapore, UNGA Official Compendium of Voluntary National Contributions, pg. 83, ¶ 5 (2021)",,
SGP, 7.8 Is the operation of legislatures a part of the domaine réservé?,Ambiguous,"“A prohibited intervention by one State against another must have a bearing on matters in which the victim State is permitted, by the principle of State sovereignty, to decide
freely, including its choice of a political, economic, social and cultural system, and the formulation of foreign policy.”","Singapore, UNGA Official Compendium of Voluntary National Contributions, pg. 83, ¶ 5 (2021)",,
SGP, 7.9 Is financial system stability part of the domaine réservé?  ,Ambiguous,"“A prohibited intervention by one State against another must have a bearing on matters in which the victim State is permitted, by the principle of State sovereignty, to decide
freely, including its choice of a political, economic, social and cultural system, and the formulation of foreign policy.”","
Singapore, UNGA Official Compendium of Voluntary National Contributions, pg. 83, ¶ 5 (2021)",,
SGP,7.10 Are medical services part of the domaine réservé?  ,Ambiguous,"“A prohibited intervention by one State against another must have a bearing on matters in which the victim State is permitted, by the principle of State sovereignty, to decide
freely, including its choice of a political, economic, social and cultural system, and the formulation of foreign policy.”","Singapore, UNGA Official Compendium of Voluntary National Contributions, pg. 83, ¶ 5 (2021)",,
SWE,1. Is the prohibition of non-intervention a norm of customary international law? , Yes, “The principle of non-intervention is a fundamental principle of international law also applicable in cyberspace.”,"Sweden’s Position Paper on the Application of International Law in Cyberspace, pg. 2, (2022)", Doesn’t explicitly mention CIL,
